,Ticker,CompanyName,Sector,SubIndustry,HQLocation,DateFirstAdded,CIK,FoundedYear,QuoteURL,WikiPage,HQLocationWikiPage,SectorId,Sector,IndustryGroupId,IndustryGroup,IndustryId,Industry,SubIndustryId,SubIndustry,SubIndustryDescription
112,C,Citigroup,Financials,Diversified Banks,"New York City, New York",1988-05-31,0000831001,1998,https://www.nyse.com/quote/XNYS:C,/wiki/Citigroup,"/wiki/New_York_City,_New_York",40,Financials,4010,Banks,401010,Banks,40101010,Diversified Banks,"Large, geographically diverse banks with a national footprint whose revenues are derived primarily from conventional banking operations, have significant business activity in retail banking and small and medium corporate lending, and provide a diverse range of financial services. Excludes banks classified in the Regional Banks and Commercial & Residential Mortgage Finance Sub-Industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry."
113,CFG,Citizens Financial Group,Financials,Regional Banks,"Providence, Rhode Island",2016-01-29,0000759944,1828,https://www.nyse.com/quote/XNYS:CFG,/wiki/Citizens_Financial_Group,"/wiki/Providence,_Rhode_Island",40,Financials,4010,Banks,401010,Banks,40101015,Regional Banks,"Commercial banks, savings banks and thrifts whose business are derived primarily from conventional banking operations such as retail banking, corporate lending and originating various residential and commercial mortgage loans funded mainly through deposits. Regional banks tend to operate in limited geographic regions. Excludes companies classified in the Diversified Banks and Commercial & Residential Mortgage Finance Sub-Industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry."
114,CLX,Clorox,Consumer Staples,Household Products,"Oakland, California",1969-03-31,0000021076,1913,https://www.nyse.com/quote/XNYS:CLX,/wiki/Clorox,"/wiki/Oakland,_California",30,Consumer Staples,3030,Household & Personal Products,303010,Household Products,30301010,Household Products,"Producers of non-durable household products, including detergents, soaps, diapers and other tissue and household paper products not classified in the Paper Products Sub-Industry."
115,CME,CME Group,Financials,Financial Exchanges & Data,"Chicago, Illinois",2006-08-11,0001156375,1848,https://www.nasdaq.com/market-activity/stocks/cme,/wiki/CME_Group,"/wiki/Chicago,_Illinois",40,Financials,4020,Financial Services ,402030,Capital Markets,40203040,Financial Exchanges & Data,"Financial exchanges for securities, commodities, derivatives and other financial instruments, and providers of financial decision support tools and products including ratings agencies."
116,CMS,CMS Energy,Utilities,Multi-Utilities,"Jackson, Michigan",1957-03-04,0000811156,1886,https://www.nyse.com/quote/XNYS:CMS,/wiki/CMS_Energy,"/wiki/Jackson,_Michigan",55,Utilities,5510,Utilities,551030,Multi-Utilities,55103010,Multi-Utilities,"Utility companies with significantly diversified activities in addition to core Electric Utility, Gas Utility and/or Water Utility operations."
117,KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Atlanta, Georgia",1957-03-04,0000021344,1886,https://www.nyse.com/quote/XNYS:KO,/wiki/The_Coca-Cola_Company,"/wiki/Atlanta,_Georgia",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302010,Beverages,30201030,Soft Drinks & Non-alcoholic Beverages,Producers of non-alcoholic beverages including mineral waters. Excludes producers of milk classified in the Packaged Foods & Meats Sub-Industry.
118,CTSH,Cognizant,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",2006-11-17,0001058290,1994,https://www.nasdaq.com/market-activity/stocks/ctsh,/wiki/Cognizant,"/wiki/Teaneck,_New_Jersey",45,Information Technology,4510,Software & Services,451020,IT Services,45102010,IT Consulting & Other Services,Providers of information technology and systems integration services not classified in the Data Processing & Outsourced Services or Internet Software & Services Sub-Industries. Includes information technology consulting and information management services.
119,CL,Colgate-Palmolive,Consumer Staples,Household Products,"New York City, New York",1957-03-04,0000021665,1806,https://www.nyse.com/quote/XNYS:CL,/wiki/Colgate-Palmolive,"/wiki/New_York_City,_New_York",30,Consumer Staples,3030,Household & Personal Products,303010,Household Products,30301010,Household Products,"Producers of non-durable household products, including detergents, soaps, diapers and other tissue and household paper products not classified in the Paper Products Sub-Industry."
120,CMCSA,Comcast,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",2002-11-19,0001166691,1963,https://www.nasdaq.com/market-activity/stocks/cmcsa,/wiki/Comcast,"/wiki/Philadelphia,_Pennsylvania",50,Communication Services,5020,Media & Entertainment,502010,Media,50201030,Cable & Satellite,Providers of cable or satellite television services. Includes cable networks and program distribution.
121,CMA,Comerica,Financials,Diversified Banks,"Dallas, Texas",1995-12-01,0000028412,1849,https://www.nyse.com/quote/XNYS:CMA,/wiki/Comerica,"/wiki/Dallas,_Texas",40,Financials,4010,Banks,401010,Banks,40101010,Diversified Banks,"Large, geographically diverse banks with a national footprint whose revenues are derived primarily from conventional banking operations, have significant business activity in retail banking and small and medium corporate lending, and provide a diverse range of financial services. Excludes banks classified in the Regional Banks and Commercial & Residential Mortgage Finance Sub-Industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry."
122,CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1983-08-31,0000023217,1919,https://www.nyse.com/quote/XNYS:CAG,/wiki/Conagra_Brands,"/wiki/Chicago,_Illinois",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
123,COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1957-03-04,0001163165,2002,https://www.nyse.com/quote/XNYS:COP,/wiki/ConocoPhillips,"/wiki/Houston,_Texas",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production,Companies engaged in the exploration and production of oil and gas not classified elsewhere.
124,ED,Consolidated Edison,Utilities,Multi-Utilities,"New York City, New York",1957-03-04,0001047862,1823,https://www.nyse.com/quote/XNYS:ED,/wiki/Consolidated_Edison,"/wiki/New_York_City,_New_York",55,Utilities,5510,Utilities,551030,Multi-Utilities,55103010,Multi-Utilities,"Utility companies with significantly diversified activities in addition to core Electric Utility, Gas Utility and/or Water Utility operations."
125,STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,"Victor, New York",2005-07-01,0000016918,1945,https://www.nyse.com/quote/XNYS:STZ,/wiki/Constellation_Brands,"/wiki/Victor,_New_York",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302010,Beverages,30201020,Distillers & Vintners,"Distillers, vintners and producers of alcoholic beverages not classified in the Brewers Sub-Industry."
126,CEG,Constellation Energy,Utilities,Electric Utilities,"Baltimore, Maryland",2022-02-02,0001868275,1999,https://www.nasdaq.com/market-activity/stocks/ceg,/wiki/Constellation_Energy,"/wiki/Baltimore,_Maryland",55,Utilities,5510,Utilities,551010,Electric Utilities,55101010,Electric Utilities,Companies that produce or distribute electricity. Includes both nuclear and non-nuclear facilities.
127,COO,CooperCompanies,Health Care,Health Care Supplies,"San Ramon, California",2016-09-23,0000711404,1958,https://www.nyse.com/quote/XNYS:COO,/wiki/CooperCompanies,"/wiki/San_Ramon,_California",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101020,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices."
128,CPRT,Copart,Industrials,Diversified Support Services,"Dallas, Texas",2018-07-02,0000900075,1982,https://www.nasdaq.com/market-activity/stocks/cprt,/wiki/Copart,"/wiki/Dallas,_Texas",20,Materials,2020,Commercial  & Professional Services,202010,Commercial Services & Supplies,20201070,Diversified Support Services,"Companies primarily providing labor oriented support services to businesses and governments.  Includes commercial cleaning services, dining & catering services, equipment repair services, industrial maintenance services, industrial auctioneers, storage & warehousing, transaction services, uniform rental services, and other business support services."
129,GLW,Corning Inc.,Information Technology,Electronic Components,"Corning, New York",1995-02-27,0000024741,1851,https://www.nyse.com/quote/XNYS:GLW,/wiki/Corning_Inc.,"/wiki/Corning_(city),_New_York",45,Information Technology,4520,Technology Hardware & Equipment,452030,"Electronic Equipment, Instruments & Components",45203015,Electronic Components,"Manufacturers of electronic components. Includes electronic components, connection devices, electron tubes, electronic capacitors and resistors, electronic coil, printed circuit board, transformer and other inductors, signal processing technology/components."
130,CPAY,Corpay,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia",2018-06-20,0001175454,2000,https://www.nyse.com/quote/XNYS:CPAY,/wiki/Corpay,"/wiki/Atlanta,_Georgia",40,Financials,4020,Financial Services ,402010, Financial Services,40201060,Transaction & Payment Processing Services,"Providers of transaction & payment processing services and related payment services including digital/mobile payment processors, payment service providers & gateways, and digital wallet providers."
131,CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,"Indianapolis, Indiana",2019-06-03,0001755672,2019,https://www.nyse.com/quote/XNYS:CTVA,/wiki/Corteva,"/wiki/Indianapolis,_Indiana",15,Materials,1510,Materials,151010,Chemicals,15101030,Fertilizers & Agricultural Chemicals,"Producers of fertilizers, pesticides, potash or other agriculture-related chemicals not classified elsewhere."
132,CSGP,CoStar Group,Real Estate,Real Estate Services,"Washington, D.C.",2022-09-19,0001057352,1987,https://www.nasdaq.com/market-activity/stocks/csgp,/wiki/CoStar_Group,"/wiki/Washington,_D.C.",60,Real Estate,6020,Real Estate Management & Development,602010,Real Estate Management & Development,60201040,Real Estate Services,"Real estate service providers such as real estate agents, brokers & real estate appraisers."
133,COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,"Issaquah, Washington",1993-10-01,0000909832,1976,https://www.nasdaq.com/market-activity/stocks/cost,/wiki/Costco,"/wiki/Issaquah,_Washington",30,Consumer Staples,3010,Consumer Staples Distribution & Retail,301010,Consumer Staples Distribution & Retail,30101040,Consumer Staples Merchandise Retail,"Retailers offering a wide range of consumer staples merchandise such as food, household, and personal care products. This Sub-Industry includes hypermarkets, super centers and other consumer staples retailers such as discount retail spaces and on-line marketplaces selling mostly consumer staples goods."
134,CTRA,Coterra,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2008-06-23,0000858470,2021 (1989),https://www.nyse.com/quote/XNYS:CTRA,/wiki/Coterra,"/wiki/Houston,_Texas",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production,Companies engaged in the exploration and production of oil and gas not classified elsewhere.
135,CCI,Crown Castle,Real Estate,Telecom Tower REITs,"Houston, Texas",2012-03-14,0001051470,1994,https://www.nyse.com/quote/XNYS:CCI,/wiki/Crown_Castle,"/wiki/Houston,_Texas",60,Real Estate,6010,Equity Real Estate Investment Trusts (REITs),601080,Specialized REITs,60108030,Telecom Tower REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of telecom towers and related structures that support wireless telecommunications."
136,CSX,CSX,Industrials,Rail Transportation,"Jacksonville, Florida",1957-03-04,0000277948,1980,https://www.nasdaq.com/market-activity/stocks/csx,/wiki/CSX_Corporation,"/wiki/Jacksonville,_Florida",20,Materials,2030,Transportation,203040,Ground Transportation,20304010,Rail Transportation,Companies providing primarily goods and passenger rail  transportation.
137,CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,"Columbus, Indiana",1965-03-31,0000026172,1919,https://www.nyse.com/quote/XNYS:CMI,/wiki/Cummins,"/wiki/Columbus,_Indiana",20,Materials,1510,Materials,201060,Machinery,20106010,Construction Machinery & Heavy Transportation Equipment,"Manufacturers of heavy duty trucks, rolling machinery, earth-moving and construction equipment, and manufacturers of related parts. Includes non-military shipbuilding."
138,CVS,CVS Health,Health Care,Health Care Services,"Woonsocket, Rhode Island",1957-03-04,0000064803,1996,https://www.nyse.com/quote/XNYS:CVS,/wiki/CVS_Health,"/wiki/Woonsocket,_Rhode_Island",35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102015,Health Care Services,"Providers of patient health care services not classified elsewhere. Includes dialysis centers, lab testing services, and pharmacy management services. Also includes companies providing business support services to health care providers, such as clerical support services, collection agency services, staffing services and outsourced sales & marketing services."
139,DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,"Washington, D.C.",1998-11-18,0000313616,1969,https://www.nyse.com/quote/XNYS:DHR,/wiki/Danaher_Corporation,"/wiki/Washington,_D.C.",35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352030,Life Sciences Tools & Services,35203010,Life Sciences Tools & Services,"Companies enabling the drug discovery, development and production continuum by providing analytical tools, instruments, consumables & supplies, clinical trial services and contract research services. Includes firms primarily servicing the pharmaceutical and biotechnology industries."
140,DRI,Darden Restaurants,Consumer Discretionary,Restaurants,"Orlando, Florida",1995-05-31,0000940944,1938,https://www.nyse.com/quote/XNYS:DRI,/wiki/Darden_Restaurants,"/wiki/Orlando,_Florida",25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301040,Restaurants,"Owners and operators of restaurants, bars, pubs, fast-food or take-out facilities. Includes companies that provide food catering services."
141,DVA,DaVita Inc.,Health Care,Health Care Services,"Denver, Colorado",2008-07-31,0000927066,1979,https://www.nyse.com/quote/XNYS:DVA,/wiki/DaVita_Inc.,"/wiki/Denver,_Colorado",35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102015,Health Care Services,"Providers of patient health care services not classified elsewhere. Includes dialysis centers, lab testing services, and pharmacy management services. Also includes companies providing business support services to health care providers, such as clerical support services, collection agency services, staffing services and outsourced sales & marketing services."
142,DAY,Dayforce,Industrials,Human Resource & Employment Services,"Minneapolis, Minnesota",2021-09-20,0001725057,1992,https://www.nyse.com/quote/XNYS:DAY,/wiki/Dayforce,"/wiki/Minneapolis,_Minnesota",20,Materials,2020,Commercial  & Professional Services,202020,Professional Services,20202010,Human Resource & Employment Services,"Companies providing business support services relating to human capital management. This Sub-Industry includes employment agencies, employee training, payroll processing, benefit & retirement support services, corporate & job seeker recruitment services, and online job portals generating revenue from fees or commissions for offering recruitment services to companies or job seekers."
143,DECK,Deckers Brands,Consumer Discretionary,Footwear,"Goleta, California",2024-03-18,0000910521,1973,https://www.nyse.com/quote/XNYS:DECK,/wiki/Deckers_Brands,"/wiki/Goleta,_California",25,Consumer Discretionary,2520,Consumer Durables & Apparel,252030,"Textiles, Apparel & Luxury Goods",25203020,Footwear,Manufacturers of footwear. Includes sport and leather shoes.
144,DE,John Deere,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",1957-03-04,0000315189,1837,https://www.nyse.com/quote/XNYS:DE,/wiki/John_Deere,"/wiki/Moline,_Illinois",20,Materials,1510,Materials,201060,Machinery,20106015,Agricultural & Farm Machinery,"Companies manufacturing agricultural machinery, farm machinery, and their related parts. Includes machinery used for the production of crops and agricultural livestock, agricultural tractors, planting and fertilizing machinery, fertilizer and chemical application equipment, and grain dryers and blowers."
145,DAL,Delta Air Lines,Industrials,Passenger Airlines,"Atlanta, Georgia",2013-09-11,0000027904,1929,https://www.nyse.com/quote/XNYS:DAL,/wiki/Delta_Air_Lines,"/wiki/Atlanta,_Georgia",20,Materials,2030,Transportation,203020,Passenger Airlines,20302010,Passenger Airlines,Companies providing primarily passenger air transportation.
146,DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",2000-08-30,0001090012,1971,https://www.nyse.com/quote/XNYS:DVN,/wiki/Devon_Energy,"/wiki/Oklahoma_City,_Oklahoma",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production,Companies engaged in the exploration and production of oil and gas not classified elsewhere.
147,DXCM,Dexcom,Health Care,Health Care Equipment,"San Diego, California",2020-05-12,0001093557,1999,https://www.nasdaq.com/market-activity/stocks/dxcm,/wiki/Dexcom,"/wiki/San_Diego,_California",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
148,FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,"Midland, Texas",2018-12-03,0001539838,2007,https://www.nasdaq.com/market-activity/stocks/fang,/wiki/Diamondback_Energy,"/wiki/Midland,_Texas",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production,Companies engaged in the exploration and production of oil and gas not classified elsewhere.
149,DLR,Digital Realty,Real Estate,Data Center REITs,"Austin, Texas",2016-05-18,0001297996,2004,https://www.nyse.com/quote/XNYS:DLR,/wiki/Digital_Realty,"/wiki/Austin,_Texas",60,Real Estate,6010,Equity Real Estate Investment Trusts (REITs),601080,Specialized REITs,60108050,Data Center REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of data center properties."
150,DFS,Discover Financial,Financials,Consumer Finance,"Riverwoods, Illinois",2007-07-02,0001393612,1985,https://www.nyse.com/quote/XNYS:DFS,/wiki/Discover_Financial,"/wiki/Riverwoods,_Illinois",40,Financials,4020,Financial Services ,402020,Consumer Finance,40202010,Consumer Finance,"Providers of consumer finance services, including personal credit, credit cards, lease financing, travel-related money services and pawn shops. Excludes mortgage lenders classified in the Commercial & Residential Mortgage Finance Sub-Industry."
151,DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,"Goodlettsville, Tennessee",2012-12-03,0000029534,1939,https://www.nyse.com/quote/XNYS:DG,/wiki/Dollar_General,"/wiki/Goodlettsville,_Tennessee",30,Consumer Staples,3010,Consumer Staples Distribution & Retail,301010,Consumer Staples Distribution & Retail,30101040,Consumer Staples Merchandise Retail,"Retailers offering a wide range of consumer staples merchandise such as food, household, and personal care products. This Sub-Industry includes hypermarkets, super centers and other consumer staples retailers such as discount retail spaces and on-line marketplaces selling mostly consumer staples goods."
152,DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,"Chesapeake, Virginia",2011-12-19,0000935703,1986,https://www.nasdaq.com/market-activity/stocks/dltr,/wiki/Dollar_Tree,"/wiki/Chesapeake,_Virginia",30,Consumer Staples,3010,Consumer Staples Distribution & Retail,301010,Consumer Staples Distribution & Retail,30101040,Consumer Staples Merchandise Retail,"Retailers offering a wide range of consumer staples merchandise such as food, household, and personal care products. This Sub-Industry includes hypermarkets, super centers and other consumer staples retailers such as discount retail spaces and on-line marketplaces selling mostly consumer staples goods."
153,D,Dominion Energy,Utilities,Multi-Utilities,"Richmond, Virginia",2016-11-30,0000715957,1983,https://www.nyse.com/quote/XNYS:D,/wiki/Dominion_Energy,"/wiki/Richmond,_Virginia",55,Utilities,5510,Utilities,551030,Multi-Utilities,55103010,Multi-Utilities,"Utility companies with significantly diversified activities in addition to core Electric Utility, Gas Utility and/or Water Utility operations."
154,DPZ,Domino's,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",2020-05-12,0001286681,1960,https://www.nyse.com/quote/XNYS:DPZ,/wiki/Domino%27s,"/wiki/Ann_Arbor,_Michigan",25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301040,Restaurants,"Owners and operators of restaurants, bars, pubs, fast-food or take-out facilities. Includes companies that provide food catering services."
155,DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,"Downers Grove, Illinois",1985-10-31,0000029905,1955,https://www.nyse.com/quote/XNYS:DOV,/wiki/Dover_Corporation,"/wiki/Downers_Grove,_Illinois",20,Materials,1510,Materials,201060,Machinery,20106020,Industrial Machinery & Supplies & Components,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
156,DOW,Dow Inc.,Materials,Commodity Chemicals,"Midland, Michigan",2019-04-01,0001751788,2019 (1897),https://www.nyse.com/quote/XNYS:DOW,/wiki/Dow_Inc.,"/wiki/Midland,_Michigan",15,Materials,1510,Materials,151010,Chemicals,15101010,Commodity Chemicals,"Companies that primarily produce industrial chemicals and basic chemicals. Including but not limited to plastics, synthetic fibers, films, commodity-based paints & pigments, explosives and petrochemicals. Excludes chemical companies classified in the Diversified Chemicals, Fertilizers & Agricultural Chemicals, Industrial Gases, or Specialty Chemicals Sub-Industries."
157,DHI,DR Horton,Consumer Discretionary,Homebuilding,"Arlington, Texas",2005-06-22,0000882184,1978,https://www.nyse.com/quote/XNYS:DHI,/wiki/DR_Horton,"/wiki/Arlington,_Texas",25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201030,Homebuilding,Residential construction companies. Includes manufacturers of prefabricated houses and semi-fixed manufactured homes.
158,DTE,DTE Energy,Utilities,Multi-Utilities,"Detroit, Michigan",1957-03-04,0000936340,1995,https://www.nyse.com/quote/XNYS:DTE,/wiki/DTE_Energy,"/wiki/Detroit,_Michigan",55,Utilities,5510,Utilities,551030,Multi-Utilities,55103010,Multi-Utilities,"Utility companies with significantly diversified activities in addition to core Electric Utility, Gas Utility and/or Water Utility operations."
159,DUK,Duke Energy,Utilities,Electric Utilities,"Charlotte, North Carolina",1976-06-30,0001326160,1904,https://www.nyse.com/quote/XNYS:DUK,/wiki/Duke_Energy,"/wiki/Charlotte,_North_Carolina",55,Utilities,5510,Utilities,551010,Electric Utilities,55101010,Electric Utilities,Companies that produce or distribute electricity. Includes both nuclear and non-nuclear facilities.
160,DD,DuPont,Materials,Specialty Chemicals,"Wilmington, Delaware",2019-04-02,0001666700,2017 (1802),https://www.nyse.com/quote/XNYS:DD,/wiki/DuPont,"/wiki/Wilmington,_Delaware",15,Materials,1510,Materials,151010,Chemicals,15101050,Specialty Chemicals,"Companies that primarily produce high value-added chemicals used in the manufacture of a wide variety of products, including but not limited to fine chemicals, additives, advanced polymers, adhesives, sealants and specialty paints, pigments and coatings."
161,EMN,Eastman Chemical Company,Materials,Specialty Chemicals,"Kingsport, Tennessee",1994-01-01,0000915389,1920,https://www.nyse.com/quote/XNYS:EMN,/wiki/Eastman_Chemical_Company,"/wiki/Kingsport,_Tennessee",15,Materials,1510,Materials,151010,Chemicals,15101050,Specialty Chemicals,"Companies that primarily produce high value-added chemicals used in the manufacture of a wide variety of products, including but not limited to fine chemicals, additives, advanced polymers, adhesives, sealants and specialty paints, pigments and coatings."
162,ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,"Dublin, Ireland",1957-03-04,0001551182,1911,https://www.nyse.com/quote/XNYS:ETN,/wiki/Eaton_Corporation,"/wiki/Dublin,_Ireland",20,Materials,1510,Materials,201040,Electrical Equipment,20104010,Electrical Components & Equipment,"Companies that produce electric cables and wires, electrical components or equipment not classified in the Heavy Electrical Equipment Sub-Industry."
163,EBAY,eBay,Consumer Discretionary,Broadline Retail,"San Jose, California",2002-07-22,0001065088,1995,https://www.nasdaq.com/market-activity/stocks/ebay,/wiki/EBay,"/wiki/San_Jose,_California",25,Consumer Discretionary,2550,Consumer Discretionary Distribution & Retail ,255030,Broadline Retail,25503030,Broadline Retail,"Retailers offering a wide range of consumer discretionary merchandise. This Sub-Industry includes general and discount merchandise retailers, department stores and on-line retailers and marketplaces selling mostly consumer discretionary merchandise."
164,ECL,Ecolab,Materials,Specialty Chemicals,"Saint Paul, Minnesota",1989-01-31,0000031462,1923,https://www.nyse.com/quote/XNYS:ECL,/wiki/Ecolab,"/wiki/Saint_Paul,_Minnesota",15,Materials,1510,Materials,151010,Chemicals,15101050,Specialty Chemicals,"Companies that primarily produce high value-added chemicals used in the manufacture of a wide variety of products, including but not limited to fine chemicals, additives, advanced polymers, adhesives, sealants and specialty paints, pigments and coatings."
165,EIX,Edison International,Utilities,Electric Utilities,"Rosemead, California",1957-03-04,0000827052,1886,https://www.nyse.com/quote/XNYS:EIX,/wiki/Edison_International,"/wiki/Rosemead,_California",55,Utilities,5510,Utilities,551010,Electric Utilities,55101010,Electric Utilities,Companies that produce or distribute electricity. Includes both nuclear and non-nuclear facilities.
166,EW,Edwards Lifesciences,Health Care,Health Care Equipment,"Irvine, California",2011-04-01,0001099800,1958,https://www.nyse.com/quote/XNYS:EW,/wiki/Edwards_Lifesciences,"/wiki/Irvine,_California",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
167,EA,Electronic Arts,Communication Services,Interactive Home Entertainment,"Redwood City, California",2002-07-22,0000712515,1982,https://www.nasdaq.com/market-activity/stocks/ea,/wiki/Electronic_Arts,"/wiki/Redwood_City,_California",50,Communication Services,5020,Media & Entertainment,502020,Entertainment,50202020,Interactive Home Entertainment,"Producers of interactive gaming products, including mobile gaming applications. Also includes educational software used primarily in the home. Excludes online gambling companies classified in the Casinos & Gaming Sub-Industry."
168,ELV,Elevance Health,Health Care,Managed Health Care,"Indianapolis, Indiana",2002-07-25,0001156039,2014 (1946),https://www.nyse.com/quote/XNYS:ELV,/wiki/Elevance_Health,"/wiki/Indianapolis,_Indiana",35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102030,Managed Health Care,Owners and operators of Health Maintenance Organizations (HMOs) and other managed plans.
169,LLY,Eli Lilly and Company,Health Care,Pharmaceuticals,"Indianapolis, Indiana",1970-12-31,0000059478,1876,https://www.nyse.com/quote/XNYS:LLY,/wiki/Eli_Lilly_and_Company,"/wiki/Indianapolis,_Indiana",35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352020,Pharmaceuticals,35202010,Pharmaceuticals,"Companies engaged in the research, development or production of pharmaceuticals. Includes veterinary drugs."
170,EMR,Emerson Electric,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1965-03-31,0000032604,1890,https://www.nyse.com/quote/XNYS:EMR,/wiki/Emerson_Electric,"/wiki/Ferguson,_Missouri",20,Materials,1510,Materials,201040,Electrical Equipment,20104010,Electrical Components & Equipment,"Companies that produce electric cables and wires, electrical components or equipment not classified in the Heavy Electrical Equipment Sub-Industry."
171,ENPH,Enphase,Information Technology,Semiconductor Materials & Equipment,"Fremont, California",2021-01-07,0001463101,2006,https://www.nasdaq.com/market-activity/stocks/enph,/wiki/Enphase,"/wiki/Fremont,_California",45,Information Technology,4530,Semiconductors & Semiconductor Equipment,453010,Semiconductors & Semiconductor Equipment,45301010,Semiconductor Materials & Equipment,"Manufacturers of semiconductor equipment, including manufacturers of the raw material and equipment used in the solar power industry."
172,ETR,Entergy,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,0000065984,1913,https://www.nyse.com/quote/XNYS:ETR,/wiki/Entergy,"/wiki/New_Orleans,_Louisiana",55,Utilities,5510,Utilities,551010,Electric Utilities,55101010,Electric Utilities,Companies that produce or distribute electricity. Includes both nuclear and non-nuclear facilities.
173,EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2000-11-02,0000821189,1999,https://www.nyse.com/quote/XNYS:EOG,/wiki/EOG_Resources,"/wiki/Houston,_Texas",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production,Companies engaged in the exploration and production of oil and gas not classified elsewhere.
174,EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,"Newtown, Pennsylvania",2021-12-14,0001352010,1993,https://www.nyse.com/quote/XNYS:EPAM,/wiki/EPAM_Systems,"/wiki/Newtown,_Bucks_County,_Pennsylvania",45,Information Technology,4510,Software & Services,451020,IT Services,45102010,IT Consulting & Other Services,Providers of information technology and systems integration services not classified in the Data Processing & Outsourced Services or Internet Software & Services Sub-Industries. Includes information technology consulting and information management services.
175,EQT,EQT,Energy,Oil & Gas Exploration & Production,"Pittsburgh, Pennsylvania",2022-10-03,0000033213,1888,https://www.nyse.com/quote/XNYS:EQT,/wiki/EQT,"/wiki/Pittsburgh,_Pennsylvania",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102020,Oil & Gas Exploration & Production,Companies engaged in the exploration and production of oil and gas not classified elsewhere.
